DateTime,Flux_2,airTemp_c,tempC_421,stn1_Q,air_pressure_kPa,V4_adjusted,CO2_air_ppm,air_pressure_atm,CO2_air_gCO2asCPerLiter,WaterTemp_K,KH_mol.L.atm,CO2_water_gCO2asCPerLiter,deltaCO2_gCO2asCperM3,Flux_gCO2asCperM2perDay,k_m.d,Sc,K600.E.stn4
7/1/2019 2:45,NA,3.002392,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 2:50,NA,2.950821,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 2:55,NA,2.983369,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:00,NA,2.990456,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:05,NA,3.007236,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:10,NA,2.981557,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:15,NA,3.001591,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:20,NA,2.986967,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:25,NA,2.890448,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:30,NA,2.893005,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:35,NA,2.878143,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:40,NA,2.91408,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:45,NA,2.949661,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:50,NA,2.91956,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 3:55,NA,2.906929,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:00,NA,2.885591,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:05,NA,2.909386,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:10,NA,2.958936,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:15,NA,2.992253,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:20,NA,2.991171,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:25,NA,2.973147,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:30,NA,2.950008,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:35,NA,2.952667,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:40,NA,2.977825,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:45,NA,3.002377,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:50,NA,3.024371,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 4:55,NA,3.037987,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:00,NA,2.990615,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:05,NA,2.974409,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:10,NA,3.004117,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:15,NA,2.91713,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:20,NA,2.899852,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:25,NA,2.902333,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:30,NA,2.936593,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:35,NA,2.97839,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:40,NA,3.044522,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:45,NA,3.096997,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:50,NA,2.982129,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 5:55,NA,2.943766,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:00,NA,2.967456,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:05,NA,2.963026,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:10,NA,3.146753,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:15,NA,3.174323,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:20,NA,3.284771,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:25,NA,3.426578,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:30,NA,3.402986,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:35,NA,3.375263,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:40,NA,3.470033,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:45,NA,3.627578,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:50,NA,3.677145,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 6:55,NA,3.738314,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:00,NA,3.848971,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:05,NA,3.92398,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:10,NA,4.02114,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:15,NA,4.156233,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:20,NA,4.272197,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:25,NA,4.533707,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:30,NA,4.710664,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:35,NA,4.849397,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:40,NA,4.922058,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:45,NA,4.926875,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:50,NA,4.972006,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 7:55,NA,5.043764,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:00,NA,5.02766,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:05,NA,5.183374,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:10,NA,5.163446,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:15,NA,5.118566,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:20,NA,5.162329,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:25,NA,5.265042,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:30,NA,5.388237,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:35,NA,5.44491,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:40,NA,5.337617,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:45,NA,5.318581,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:50,NA,5.365908,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 8:55,NA,5.421698,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:00,NA,5.497077,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:05,NA,5.509895,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:10,NA,5.425863,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:15,NA,5.593254,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:20,NA,5.626451,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:25,NA,5.719523,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:30,NA,5.99497,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:35,NA,6.208713,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:40,NA,6.265789,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:45,NA,6.368861,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:50,NA,6.385996,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 9:55,NA,6.285747,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:00,NA,6.308973,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:05,NA,6.396051,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:10,NA,6.533231,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:15,NA,6.528544,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:20,NA,6.525423,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:25,NA,6.365744,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:30,NA,6.264095,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:35,NA,6.003299,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:40,NA,6.23747,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:45,NA,6.152094,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:50,NA,6.206426,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 10:55,NA,6.243698,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:00,NA,6.488904,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:05,NA,6.680072,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:10,NA,6.798701,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:15,NA,6.981903,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:20,NA,7.301407,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:25,NA,7.579509,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:30,NA,7.653047,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:35,NA,7.998948,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:40,NA,7.738845,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:45,NA,7.514785,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:50,NA,8.020108,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 11:55,NA,7.473934,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:00,NA,7.533095,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:05,NA,7.4408,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:10,NA,7.391838,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:15,NA,7.484294,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:20,NA,7.785516,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:25,NA,7.901522,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:30,NA,7.957359,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:35,NA,8.023123,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:40,NA,8.233976,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:45,NA,7.892807,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:50,NA,7.305161,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 12:55,NA,6.989392,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:00,NA,6.897783,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:05,NA,7.043259,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:10,NA,7.110512,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:15,NA,7.341497,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:20,NA,7.155154,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:25,NA,6.822838,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:30,NA,6.739724,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:35,NA,6.297117,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:40,NA,5.90559,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:45,NA,5.578533,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:50,NA,5.376943,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 13:55,NA,5.358828,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:00,NA,5.523497,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:05,NA,5.457623,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:10,NA,5.275769,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:15,NA,5.479834,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:20,NA,5.542238,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:25,NA,5.497785,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:30,NA,5.535774,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:35,NA,6.003014,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:40,NA,6.183859,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:45,NA,6.239191,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:50,NA,6.337206,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 14:55,NA,6.296479,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:00,NA,6.354136,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:05,NA,6.428117,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:10,NA,6.40508,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:15,NA,6.435788,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:20,NA,6.555187,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:25,NA,6.529122,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:30,NA,6.417451,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:35,NA,6.368497,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:40,NA,6.323203,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:45,NA,6.259049,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:50,NA,6.317921,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 15:55,NA,6.434296,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:00,NA,6.468832,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:05,NA,6.53303,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:10,NA,6.466187,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:15,NA,6.473086,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:20,NA,6.589796,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:25,NA,6.472236,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:30,NA,6.527998,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:35,NA,6.394398,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:40,NA,6.373175,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:45,NA,6.414273,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:50,NA,6.385695,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 16:55,NA,6.438044,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:00,NA,6.469528,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:05,NA,6.425887,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:10,NA,6.282477,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:15,NA,6.451869,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:20,NA,6.441936,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:25,NA,6.380379,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:30,NA,6.360426,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:35,NA,6.473014,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:40,NA,6.431977,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:45,NA,6.430153,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:50,NA,6.266988,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/1/2019 17:55,NA,6.182312,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
