DateTime,Flux_1,airTemp_c,tempC_421,stn1_Q,air_pressure_kPa,V1_adjusted,CO2_air_ppm,air_pressure_atm,VaporPressure_atm,TotalAir_atm,Total_air_MolperL,CO2_air_MolesPerLiter,CO2_air_gCO2asCPerLiter,WaterTemp_K,KH_mol.L.atm,CO2_water_gCO2asCPerLiter,deltaCO2_gCO2asCperM3,Flux_gCO2asCperM2perDay,k_m.d,Sc,K600.effective,kkin,K600.eq1
7/12/2019 13:06,NA,NA,11.9784,0.006010751,62.40772,6500.355656,410,0.615916142,NA,NA,NA,NA,NA,285.1284,0.050550309,0.00394314,NA,NA,NA,920.7156188,NA,NA,NA
7/12/2019 13:07,NA,NA,11.98446667,0.005981951,62.40744,6744.919565,410,0.615913379,NA,NA,NA,NA,NA,285.1344667,0.050541256,0.004090761,NA,NA,NA,920.3930635,NA,NA,NA
7/12/2019 13:08,NA,NA,11.99053333,0.005953259,62.40716,6897.948168,410,0.615910616,NA,NA,NA,NA,NA,285.1405333,0.050532206,0.004182822,NA,NA,NA,920.070653,NA,NA,NA
7/12/2019 13:09,NA,NA,11.9966,0.005924675,62.40688,7066.257667,410,0.615907852,NA,NA,NA,NA,NA,285.1466,0.050523158,0.004284116,NA,NA,NA,919.7483872,NA,NA,NA
7/12/2019 13:10,2.99,7.589819,12.00266667,0.005896199,62.4066,7112.485313,410,0.615905089,0.010424534,0.605480555,0.026283223,1.08E-05,0.000129313,285.1526667,0.050514112,0.004311371,0.211252899,3.100032,14.67450631,919.4262661,18.16545697,NA,NA
7/12/2019 13:11,NA,NA,12.00873333,0.005867832,62.40632,7135.822998,410,0.615902326,NA,NA,NA,NA,NA,285.1587333,0.050505068,0.004324743,NA,NA,NA,919.1042897,NA,NA,NA
7/12/2019 13:12,NA,NA,12.0148,0.005839573,62.40604,7166.795935,410,0.615899562,NA,NA,NA,NA,NA,285.1648,0.050496025,0.004342737,NA,NA,NA,918.7824578,NA,NA,NA
7/12/2019 13:13,NA,NA,12.02086667,0.005811422,62.40576,7090.912876,410,0.615896799,NA,NA,NA,NA,NA,285.1708667,0.050486985,0.004295986,NA,NA,NA,918.4607705,NA,NA,NA
7/12/2019 13:14,NA,NA,12.02693333,0.00578338,62.40548,7015.020365,410,0.615894035,NA,NA,NA,NA,NA,285.1769333,0.050477947,0.004249246,NA,NA,NA,918.1392276,NA,NA,NA
7/12/2019 13:15,2.9,7.590772,12.033,0.005755446,62.4052,7045.991513,410,0.615891272,0.010425212,0.60546606,0.026282504,1.08E-05,0.00012931,285.183,0.050468911,0.004267242,0.208836935,3.00672,14.39745323,917.8178291,17.80689902,NA,NA
7/12/2019 13:16,NA,NA,12.03913333,0.005784106,62.40386667,7015.492335,410,0.615878113,NA,NA,NA,NA,NA,285.1891333,0.050459777,0.004248002,NA,NA,NA,917.4930455,NA,NA,NA
7/12/2019 13:17,NA,NA,12.04526667,0.00581288,62.40253333,6969.7251,410,0.615864954,NA,NA,NA,NA,NA,285.1952667,0.050450646,0.004219526,NA,NA,NA,917.1684094,NA,NA,NA
7/12/2019 13:18,NA,NA,12.0514,0.005841768,62.4012,6985.028681,410,0.615851795,NA,NA,NA,NA,NA,285.2014,0.050441516,0.004228025,NA,NA,NA,916.8439207,NA,NA,NA
7/12/2019 13:19,NA,NA,12.05753333,0.00587077,62.39986667,6939.260817,410,0.615838636,NA,NA,NA,NA,NA,285.2075333,0.050432389,0.004199562,NA,NA,NA,916.5195794,NA,NA,NA
7/12/2019 13:20,2.72,7.840899,12.06366667,0.005899886,62.39853333,6946.930406,410,0.615825477,0.010604615,0.605220862,0.026248474,1.08E-05,0.000129142,285.2136667,0.050423264,0.004203443,0.205439522,2.820096,13.72713474,916.1953854,16.96283046,NA,NA
7/12/2019 13:21,NA,NA,12.0698,0.005929116,62.3972,6862.991731,410,0.615812318,NA,NA,NA,NA,NA,285.2198,0.050414141,0.004151902,NA,NA,NA,915.8713387,NA,NA,NA
7/12/2019 13:22,NA,NA,12.07593333,0.00595846,62.39586667,6893.563208,410,0.615799159,NA,NA,NA,NA,NA,285.2259333,0.050405019,0.004169642,NA,NA,NA,915.5474391,NA,NA,NA
7/12/2019 13:23,NA,NA,12.08206667,0.005987918,62.39453333,6885.964464,410,0.615786,NA,NA,NA,NA,NA,285.2320667,0.0503959,0.004164293,NA,NA,NA,915.2236868,NA,NA,NA
7/12/2019 13:24,NA,NA,12.0882,0.00601749,62.3932,6885.999785,410,0.615772841,NA,NA,NA,NA,NA,285.2382,0.050386783,0.004163561,NA,NA,NA,914.9000814,NA,NA,NA
7/12/2019 13:25,2.7,7.891215,12.09433333,0.006047176,62.39186667,6840.229995,410,0.615759682,0.010641031,0.605118651,0.026239343,1.08E-05,0.000129098,285.2443333,0.050377668,0.004135138,0.201814976,2.79936,13.87092301,914.5766232,17.12536293,NA,NA
7/12/2019 13:26,NA,NA,12.10046667,0.006076975,62.39053333,6855.533528,410,0.615746523,NA,NA,NA,NA,NA,285.2504667,0.050368555,0.00414364,NA,NA,NA,914.2533119,NA,NA,NA
7/12/2019 13:27,NA,NA,12.1066,0.006106889,62.3892,6825.031636,410,0.615733364,NA,NA,NA,NA,NA,285.2566,0.050359444,0.004124458,NA,NA,NA,913.9301475,NA,NA,NA
7/12/2019 13:28,NA,NA,12.11273333,0.006136917,62.38786667,6786.895126,410,0.615720205,NA,NA,NA,NA,NA,285.2627333,0.050350335,0.004100669,NA,NA,NA,913.60713,NA,NA,NA
7/12/2019 13:29,NA,NA,12.11886667,0.006167059,62.38653333,6809.832959,410,0.615707046,NA,NA,NA,NA,NA,285.2688667,0.050341228,0.004113784,NA,NA,NA,913.2842592,NA,NA,NA
7/12/2019 13:30,2.68,7.880862,12.125,0.006197314,62.3852,6756.427215,410,0.615693887,0.010633529,0.605060358,0.026237782,1.08E-05,0.00012909,285.275,0.050332123,0.004080784,0.198897151,2.778624,13.97015484,912.9615352,17.23264076,NA,NA
7/12/2019 13:31,NA,NA,12.1298,0.006212314,62.38374667,6756.570764,410,0.615679544,NA,NA,NA,NA,NA,285.2798,0.050324999,0.004080293,NA,NA,NA,912.709071,NA,NA,NA
7/12/2019 13:32,NA,NA,12.1346,0.006227342,62.38229333,6726.175491,410,0.615665201,NA,NA,NA,NA,NA,285.2846,0.050317876,0.004061362,NA,NA,NA,912.4566965,NA,NA,NA
7/12/2019 13:33,NA,NA,12.1394,0.006242398,62.38084,6718.683526,410,0.615650858,NA,NA,NA,NA,NA,285.2894,0.050310755,0.004056264,NA,NA,NA,912.2044118,NA,NA,NA
7/12/2019 13:34,NA,NA,12.1442,0.006257482,62.37938667,6673.016087,410,0.615636514,NA,NA,NA,NA,NA,285.2942,0.050303634,0.004028124,NA,NA,NA,911.9522169,NA,NA,NA
7/12/2019 13:35,2.86,7.674651,12.149,0.006272593,62.37793333,6627.346704,410,0.615622171,0.010485073,0.605137098,0.026260378,1.08E-05,0.000129201,285.299,0.050296515,0.003999989,0.194687159,2.965248,15.23083499,911.7001117,18.77474693,NA,NA
7/12/2019 13:36,NA,NA,12.1538,0.006287732,62.37648,6635.122855,410,0.615607828,NA,NA,NA,NA,NA,285.3038,0.050289397,0.004004116,NA,NA,NA,911.4480962,NA,NA,NA
7/12/2019 13:37,NA,NA,12.1586,0.006302899,62.37502667,6597.086234,410,0.615593484,NA,NA,NA,NA,NA,285.3086,0.05028228,0.003980598,NA,NA,NA,911.1961704,NA,NA,NA
7/12/2019 13:38,NA,NA,12.1634,0.006318094,62.37357333,6620.133421,410,0.615579141,NA,NA,NA,NA,NA,285.3134,0.050275165,0.00399394,NA,NA,NA,910.9443343,NA,NA,NA
7/12/2019 13:39,NA,NA,12.1682,0.006333317,62.37212,6551.551491,410,0.615564798,NA,NA,NA,NA,NA,285.3182,0.050268051,0.003952005,NA,NA,NA,910.6925877,NA,NA,NA
7/12/2019 13:40,2.63,7.749661,12.173,0.006348568,62.37066667,6597.50669,410,0.615550455,0.010538862,0.605011593,0.026247921,1.08E-05,0.00012914,285.323,0.050260938,0.003979162,0.193505753,2.726784,14.091488,910.4409308,17.35829708,NA,NA
7/12/2019 13:41,NA,NA,12.1778,0.006363847,62.36921333,6544.193687,410,0.615536111,NA,NA,NA,NA,NA,285.3278,0.050253826,0.003946449,NA,NA,NA,910.1893634,NA,NA,NA
7/12/2019 13:42,NA,NA,12.1826,0.006379153,62.36776,6536.696379,410,0.615521768,NA,NA,NA,NA,NA,285.3326,0.050246716,0.00394137,NA,NA,NA,909.9378856,NA,NA,NA
7/12/2019 13:43,NA,NA,12.1874,0.006394487,62.36630667,6483.37981,410,0.615507425,NA,NA,NA,NA,NA,285.3374,0.050239607,0.003908669,NA,NA,NA,909.6864973,NA,NA,NA
7/12/2019 13:44,NA,NA,12.1922,0.006409849,62.36485333,6475.880883,410,0.615493081,NA,NA,NA,NA,NA,285.3422,0.050232499,0.003903596,NA,NA,NA,909.4351985,NA,NA,NA
7/12/2019 13:45,2.56,7.800889,12.197,0.006425239,62.3634,6460.744818,410,0.615478738,0.010575736,0.604903002,0.026238425,1.08E-05,0.000129093,285.347,0.050225392,0.003893921,0.189089975,2.654208,14.03674626,909.1839891,17.27892477,NA,NA
7/12/2019 13:46,NA,NA,12.21626667,0.006456279,62.36245333,6384.665819,410,0.615469395,NA,NA,NA,NA,NA,285.3662667,0.050196879,0.003845884,NA,NA,NA,908.1765622,NA,NA,NA
7/12/2019 13:47,NA,NA,12.23553333,0.006487431,62.36150667,6423.142478,410,0.615460052,NA,NA,NA,NA,NA,285.3855333,0.050168386,0.003866864,NA,NA,NA,907.1705744,NA,NA,NA
7/12/2019 13:48,NA,NA,12.2548,0.006518695,62.36056,6377.606214,410,0.61545071,NA,NA,NA,NA,NA,285.4048,0.050139913,0.003837271,NA,NA,NA,906.1660238,NA,NA,NA
7/12/2019 13:49,NA,NA,12.27406667,0.006550073,62.35961333,6362.618577,410,0.615441367,NA,NA,NA,NA,NA,285.4240667,0.05011146,0.003826081,NA,NA,NA,905.1629088,NA,NA,NA
7/12/2019 13:50,2.66,7.760762,12.29333333,0.006581563,62.35866667,6339.991001,410,0.615432024,0.010546843,0.604885181,0.0262414,1.08E-05,0.000129108,285.4433333,0.050083028,0.003810311,0.184365824,2.757888,14.95878111,904.1612275,18.36299525,NA,NA
7/12/2019 13:51,NA,NA,12.3126,0.006613166,62.35772,6317.361337,410,0.615422681,NA,NA,NA,NA,NA,285.4626,0.050054615,0.003794557,NA,NA,NA,903.1609782,NA,NA,NA
7/12/2019 13:52,NA,NA,12.33186667,0.006644881,62.35677333,6332.92576,410,0.615413338,NA,NA,NA,NA,NA,285.4818667,0.050026222,0.003801748,NA,NA,NA,902.1621591,NA,NA,NA
7/12/2019 13:53,NA,NA,12.35113333,0.006676709,62.35582667,6279.735328,410,0.615403995,NA,NA,NA,NA,NA,285.5011333,0.049997849,0.003767679,NA,NA,NA,901.1647684,NA,NA,NA
7/12/2019 13:54,NA,NA,12.3704,0.00670865,62.35488,6295.299381,410,0.615394652,NA,NA,NA,NA,NA,285.5204,0.049969495,0.003774875,NA,NA,NA,900.1688044,NA,NA,NA
7/12/2019 13:55,2.62,7.764958,12.38966667,0.006740704,62.35393333,6303.224531,410,0.615385309,0.010549861,0.604835449,0.02623885,1.08E-05,0.000129095,285.5396667,0.049941162,0.003777484,0.182204795,2.716416,14.90858676,899.1742652,18.25083699,NA,NA
7/12/2019 13:56,NA,NA,12.40893333,0.00677287,62.35298667,6234.744181,410,0.615375967,NA,NA,NA,NA,NA,285.5589333,0.049912849,0.003734326,NA,NA,NA,898.1811492,NA,NA,NA
7/12/2019 13:57,NA,NA,12.4282,0.006805149,62.35204,6242.667232,410,0.615366624,NA,NA,NA,NA,NA,285.5782,0.049884555,0.003736952,NA,NA,NA,897.1894545,NA,NA,NA
7/12/2019 13:58,NA,NA,12.44746667,0.00683754,62.35109333,6212.384415,410,0.615357281,NA,NA,NA,NA,NA,285.5974667,0.049856282,0.003716717,NA,NA,NA,896.1991793,NA,NA,NA
7/12/2019 13:59,NA,NA,12.46673333,0.006870045,62.35014667,6189.740476,410,0.615347938,NA,NA,NA,NA,NA,285.6167333,0.049828028,0.003701071,NA,NA,NA,895.210322,NA,NA,NA
7/12/2019 14:00,2.55,7.884304,12.486,0.006902662,62.3492,6205.304452,410,0.615338595,0.010636023,0.604702572,0.026221945,1.08E-05,0.000129012,285.636,0.049799794,0.003708275,0.178246542,2.64384,14.83248969,894.2228806,18.10761779,NA,NA
7/12/2019 14:01,NA,NA,12.50026667,0.006932058,62.34952667,6182.44918,410,0.615341819,NA,NA,NA,NA,NA,285.6502667,0.0497789,0.003693066,NA,NA,NA,893.4926071,NA,NA,NA
7/12/2019 14:02,NA,NA,12.51453333,0.006961545,62.34985333,6174.877729,410,0.615345043,NA,NA,NA,NA,NA,285.6645333,0.049758017,0.003686996,NA,NA,NA,892.7631084,NA,NA,NA
7/12/2019 14:03,NA,NA,12.5288,0.006991123,62.35018,6174.948359,410,0.615348267,NA,NA,NA,NA,NA,285.6788,0.049737144,0.003685492,NA,NA,NA,892.0343836,NA,NA,NA
7/12/2019 14:04,NA,NA,12.54306667,0.007020792,62.35050667,6144.449583,410,0.615351491,NA,NA,NA,NA,NA,285.6930667,0.049716283,0.00366575,NA,NA,NA,891.3064321,NA,NA,NA
7/12/2019 14:05,2.58,8.135688,12.55733333,0.007050552,62.35083333,6136.877417,410,0.615354715,0.010819543,0.604535172,0.026191258,1.07E-05,0.000128861,285.7073333,0.049695432,0.003659697,0.175466437,2.674944,15.24476156,890.5792532,18.57296746,NA,NA
7/12/2019 14:06,NA,NA,12.5716,0.007080403,62.35116,6091.092444,410,0.615357939,NA,NA,NA,NA,NA,285.7216,0.049674592,0.00363087,NA,NA,NA,889.8528462,NA,NA,NA
7/12/2019 14:07,NA,NA,12.58586667,0.007110345,62.35148667,6137.017766,410,0.615361163,NA,NA,NA,NA,NA,285.7358667,0.049653763,0.003656712,NA,NA,NA,889.1272103,NA,NA,NA
7/12/2019 14:08,NA,NA,12.60013333,0.007140378,62.35181333,6075.946335,410,0.615364387,NA,NA,NA,NA,NA,285.7501333,0.049632945,0.003618805,NA,NA,NA,888.4023448,NA,NA,NA
7/12/2019 14:09,NA,NA,12.6144,0.007170501,62.35214,6083.658584,410,0.615367611,NA,NA,NA,NA,NA,285.7644,0.049612138,0.00362188,NA,NA,NA,887.678249,NA,NA,NA
7/12/2019 14:10,2.41,8.25968,12.62866667,0.007200716,62.35246667,6091.371003,410,0.615370835,0.010911087,0.604459748,0.026176452,1.07E-05,0.000128788,285.7786667,0.049591341,0.003624951,0.173379409,2.498688,14.41167674,886.9549222,17.52224147,NA,NA
7/12/2019 14:11,NA,NA,12.64293333,0.007231022,62.35279333,6045.582859,410,0.615374059,NA,NA,NA,NA,NA,285.7929333,0.049570555,0.003596195,NA,NA,NA,886.2323636,NA,NA,NA
7/12/2019 14:12,NA,NA,12.6572,0.007261418,62.35312,6030.365857,410,0.615377282,NA,NA,NA,NA,NA,285.8072,0.04954978,0.00358564,NA,NA,NA,885.5105726,NA,NA,NA
7/12/2019 14:13,NA,NA,12.67146667,0.007291906,62.35344667,6022.791637,410,0.615380506,NA,NA,NA,NA,NA,285.8214667,0.049529016,0.003579635,NA,NA,NA,884.7895483,NA,NA,NA
7/12/2019 14:14,NA,NA,12.68573333,0.007322484,62.35377333,5992.287566,410,0.61538373,NA,NA,NA,NA,NA,285.8357333,0.049508263,0.003560013,NA,NA,NA,884.0692902,NA,NA,NA
7/12/2019 14:15,2.38,8.209406,12.7,0.007353153,62.3541,6015.285969,410,0.615386954,0.010873887,0.604513067,0.026183439,1.07E-05,0.000128823,285.85,0.04948752,0.003572179,0.170403172,2.467584,14.48085718,883.3497974,17.57053567,NA,NA
7/12/2019 14:16,NA,NA,12.70086667,0.00734736,62.35378,5977.155282,410,0.615383796,NA,NA,NA,NA,NA,285.8508667,0.04948626,0.003549445,NA,NA,NA,883.3061146,NA,NA,NA
7/12/2019 14:17,NA,NA,12.70173333,0.007341569,62.35346,5984.884684,410,0.615380638,NA,NA,NA,NA,NA,285.8517333,0.049485,0.003553944,NA,NA,NA,883.2624345,NA,NA,NA
7/12/2019 14:18,NA,NA,12.7026,0.007335782,62.35314,5946.752462,410,0.61537748,NA,NA,NA,NA,NA,285.8526,0.049483741,0.003531211,NA,NA,NA,883.2187573,NA,NA,NA
7/12/2019 14:19,NA,NA,12.70346667,0.007329998,62.35282,6000.344151,410,0.615374322,NA,NA,NA,NA,NA,285.8534667,0.049482481,0.003562943,NA,NA,NA,883.1750829,NA,NA,NA
7/12/2019 14:20,2.53,8.246125,12.70433333,0.007324218,62.3525,6061.58124,410,0.615371164,0.010901046,0.604470118,0.026178162,1.07E-05,0.000128797,285.8543333,0.049481222,0.003599213,0.171720461,2.623104,15.27543065,883.1314114,18.53235043,NA,NA
7/12/2019 14:21,NA,NA,12.7052,0.00731844,62.35218,6145.751999,410,0.615368005,NA,NA,NA,NA,NA,285.8552,0.049479962,0.003649099,NA,NA,NA,883.0877426,NA,NA,NA
7/12/2019 14:22,NA,NA,12.70606667,0.007312666,62.35186,6145.840296,410,0.615364847,NA,NA,NA,NA,NA,285.8560667,0.049478703,0.003649058,NA,NA,NA,883.0440767,NA,NA,NA
7/12/2019 14:23,NA,NA,12.70693333,0.007306895,62.35154,6145.928594,410,0.615361689,NA,NA,NA,NA,NA,285.8569333,0.049477443,0.003649018,NA,NA,NA,883.0004136,NA,NA,NA
7/12/2019 14:24,NA,NA,12.7078,0.007301127,62.35122,6138.372595,410,0.615358531,NA,NA,NA,NA,NA,285.8578,0.049476184,0.003644439,NA,NA,NA,882.9567533,NA,NA,NA
7/12/2019 14:25,2.53,8.412801,12.70866667,0.007295363,62.3509,6123.171969,410,0.615355373,0.011025079,0.604330294,0.026156614,1.07E-05,0.000128691,285.8586667,0.049474924,0.003635322,0.173490308,2.623104,15.11959962,882.9130958,18.34102677,NA,NA
7/12/2019 14:26,NA,NA,12.70953333,0.007289602,62.35058,6161.482541,410,0.615352215,NA,NA,NA,NA,NA,285.8595333,0.049473665,0.003657973,NA,NA,NA,882.8694411,NA,NA,NA
7/12/2019 14:27,NA,NA,12.7104,0.007283843,62.35026,6130.992551,410,0.615349056,NA,NA,NA,NA,NA,285.8604,0.049472406,0.003639779,NA,NA,NA,882.8257893,NA,NA,NA
7/12/2019 14:28,NA,NA,12.71126667,0.007278089,62.34994,6100.501684,410,0.615345898,NA,NA,NA,NA,NA,285.8612667,0.049471146,0.003621586,NA,NA,NA,882.7821403,NA,NA,NA
7/12/2019 14:29,NA,NA,12.71213333,0.007272337,62.34962,6100.589336,410,0.61534274,NA,NA,NA,NA,NA,285.8621333,0.049469887,0.003621546,NA,NA,NA,882.7384941,NA,NA,NA
7/12/2019 14:30,2.4,8.224445,12.713,0.007266589,62.3493,6085.387072,410,0.615339582,0.010885004,0.604454578,0.026179506,1.07E-05,0.000128803,285.863,0.049468628,0.003612429,0.172330191,2.48832,14.43925752,882.6948507,17.51356398,NA,NA
7/12/2019 14:31,NA,NA,12.7172,0.007286626,62.34800667,6077.821892,410,0.615326818,NA,NA,NA,NA,NA,285.8672,0.049462527,0.003607493,NA,NA,NA,882.4833882,NA,NA,NA
7/12/2019 14:32,NA,NA,12.7214,0.007306703,62.34671333,6032.030713,410,0.615314054,NA,NA,NA,NA,NA,285.8714,0.049456426,0.003579872,NA,NA,NA,882.2719918,NA,NA,NA
7/12/2019 14:33,NA,NA,12.7256,0.007326819,62.34542,6001.52885,410,0.615301289,NA,NA,NA,NA,NA,285.8756,0.049450326,0.003561331,NA,NA,NA,882.0606616,NA,NA,NA
7/12/2019 14:34,NA,NA,12.7298,0.007346974,62.34412667,6001.607623,410,0.615288525,NA,NA,NA,NA,NA,285.8798,0.049444227,0.003560938,NA,NA,NA,881.8493976,NA,NA,NA
7/12/2019 14:35,2.48,8.107396,12.734,0.007367168,62.34283333,5948.168174,410,0.615275761,0.01079875,0.604477011,0.026191373,1.07E-05,0.000128862,285.884,0.04943813,0.003528796,0.168086385,2.571264,15.29727703,881.6381997,18.54315831,NA,NA
7/12/2019 14:36,NA,NA,12.7382,0.007387402,62.34154,5917.664002,410,0.615262997,NA,NA,NA,NA,NA,285.8882,0.049432033,0.003510266,NA,NA,NA,881.4270679,NA,NA,NA
7/12/2019 14:37,NA,NA,12.7424,0.007407675,62.34024667,5917.741671,410,0.615250233,NA,NA,NA,NA,NA,285.8924,0.049425937,0.003509879,NA,NA,NA,881.2160023,NA,NA,NA
7/12/2019 14:38,NA,NA,12.7466,0.007427987,62.33895333,5887.236294,410,0.615237468,NA,NA,NA,NA,NA,285.8966,0.049419842,0.003491355,NA,NA,NA,881.0050027,NA,NA,NA
7/12/2019 14:39,NA,NA,12.7508,0.007448339,62.33766,5864.375976,410,0.615224704,NA,NA,NA,NA,NA,285.9008,0.049413748,0.00347737,NA,NA,NA,880.7940692,NA,NA,NA
7/12/2019 14:40,2.45,8.279082,12.755,0.007468729,62.33636667,5833.869094,410,0.61521194,0.010925473,0.604286467,0.026167144,1.07E-05,0.000128742,285.905,0.049407654,0.003458853,0.164532978,2.54016,15.43860705,880.5832017,18.70327617,NA,NA
7/12/2019 14:41,NA,NA,12.7592,0.00748916,62.33507333,5826.299596,410,0.615199176,NA,NA,NA,NA,NA,285.9092,0.049401562,0.00345394,NA,NA,NA,880.3724002,NA,NA,NA
7/12/2019 14:42,NA,NA,12.7634,0.007509629,62.33378,5826.376059,410,0.615186412,NA,NA,NA,NA,NA,285.9134,0.049395471,0.003453559,NA,NA,NA,880.1616648,NA,NA,NA
